Author;Tweet;;;;;;
Chimmy_Koya_ðŸ’œ;RT @MyPertaminaID: Aplikasi MyPertamina punya banyak banget cara untuk kamu melakukan transaksi BBM!Coba kasih tau mimin jawaban yang ben';;;;;;
Chimmy_Koya_ðŸ’œ;RT @MyPertaminaID: Selain lewat web https://t.co/Xbk0niZpqB, daftar Subsidi Tepat juga bisa dengan cara lain, loh!nSalah satunya adalah l';;;;;;
Chimmy_Koya_ðŸ’œ;RT @MyPertaminaID: Gak ada alasan buat gak bisa bayar transaksi BBM kalo kamu pake aplikasi MyPertamina!Karena ada banyak banget pilihan';;;;;;
Chimmy_Koya_ðŸ’œ;RT @MyPertaminaID: Panggilan untuk kamu yang lagi mau traktir temen-temen bulan ini!Jangan lupa cek voucher di aplikasi MyPertamina karen';;;;;;
Chimmy_Koya_ðŸ’œ;RT @MyPertaminaID: Aplikasi MyPertamina udah siap kamu gunakan, nih! Kamunya udah siap belum untuk transaksi BBM on the next level';;;;;;
Chimmy_Koya_ðŸ’œ;RT @MyPertaminaID: Nyari peta lokasi SPBU terdekat mah langsung aja buka aplikasi MyPertamina!Selain titik lokasi dan direction langsung';;;;;;
Chimmy_Koya_ðŸ’œ;RT @MyPertaminaID: Selain menggunakan e-wallet, transaksi dengan apliaksi MyPertamina juga bisa menggunakan metode pembayaran debit bank.';;;;;;
Chimmy_Koya_ðŸ’œ;RT @MyPertaminaID: Pasti langsung ngeblank banget kalo liat poin MyPertamina teman udah lebih banyak dari kita! Rasanya pasti pengen ngebal';;;;;;
Albert Solo;RT @AlbertSolo2: Mulai 25 Mei,warga Jakarta yang ingin melakukan pengisian bensin jenis pertalite dan solar bersubsidi,harus sudah terdaftar';;;;;;
Albert Solo;Mulai 25 Mei,warga Jakarta yang ingin melakukan pengisian bensin jenis pertalite dan solar bersubsidi,harus sudah terdaftar di aplikasi mypertamina.jika belum atau tidak melakukan regritasi,maka yang bersangkutan tidak di perkenankan melakukan pengisian BBM di pom bensin.';;;;;;
raujalfath;RT @pertamina135: Hai, Sobat Pertamina!Bingung cari lokasi SPBU Pertamina terdekat dari lokasimu saat ini? Gunakan fitur Outlet Terdekat';;;;;;
raujalfath;RT @DexSeriesID: Yuk segera perbanyak transaksi #DexSeries pakai MyPertamina, kumpulkan poin-nya dan pastikan telah mengisi data diri kamu';;;;;;
Natalia;RT @ppnjatimbalinus: 2. Download dan registrasi aplikasi MyPertamina, lalu kirimkan bukti berupa screenshot profil akun MyPertamina-mu mela';;;;;;
Putra Pangalengan;RT @DexSeriesID: PERHATIAN PERHATIAN!\n\nE-Voucher MyPertamina telah dibuka, para pengguna #DexSeries bisa beli dan kirim hadiah E-Voucher ke';;;;;;
SPBU PEMALANG;b'RT @MyPertaminaID: Pasti langsung ngeblank banget kalo liat poin MyPertamina teman udah lebih banyak dari kita! Rasanya pasti pengen ngebal\xe2\x80\xa6';;;;;;
zabibze;b'@erickthohir Numpang tanya Pak.\nApakah aplikasi MyPertamina itu masih berlaku?\nKarena saya lihat di SPBU deket desa saya, mobil yang memgisi BBM tidak ada yang memakai aplikasi. Langsung bayar seperti biasa.\xf0\x9f\x99\x8f';;;;;;
MyPertamina;b'Pasti langsung ngeblank banget kalo liat poin MyPertamina teman udah lebih banyak dari kita! Rasanya pasti pengen ngebalap jumlah poinnya, kan?\n\nYuk, langsung perbanyak transaksi kamu pake aplikasi MyPertamina! Gak cuma transaksi BBM yang dapet poin, https://t.co/2QH3eVmng7';;;;;;
amih;b'RT @MyPertaminaID: Mimin mengucapkan selamat berbahagia buat kamu pengguna baru dan juga pengguna setia MyPertamina!\n\nSekarang kamu udah bi\xe2\x80\xa6';;;;;;
WINee âœ¨;b'RT @ppnjatimbalinus: 2. Download dan registrasi aplikasi MyPertamina, lalu kirimkan bukti berupa screenshot profil akun MyPertamina-mu mela\xe2\x80\xa6';;;;;;
SagiGurlll;b'RT @MyPertaminaID: Ada voucher baru nih di aplikasi MyPertamina!\n\nBuat kamu yang hobi belanja online, langsung cusss minta semua teman, pac\xe2\x80\xa6';;;;;;
Albert Solo;b'https://t.co/f73t3mSa53';;;;;;
Chimmy_Koya_ðŸ’œ;b'RT @MyPertaminaID: Warnai weekendmu dengan outfit baru dari Zalora. Jangan lupa belinya pakai voucher dari MyPertamina, ya!\n\nVoucher Zalora\xe2\x80\xa6';;;;;;
Koya;b'RT @DexSeriesID: Dear #DexFriends, yuk persiapkan dan kumpulkan poin MyPertamina kalian sebanyak-banyaknya dengan transaksi #DexSeries sela\xe2\x80\xa6';;;;;;
Koya;b'RT @DexSeriesID: PERHATIAN PERHATIAN!\n\nE-Voucher MyPertamina telah dibuka, para pengguna #DexSeries bisa beli dan kirim hadiah E-Voucher ke\xe2\x80\xa6';;;;;;
Koya;b'RT @pertamina135: Hai, Sobat Pertamina!\nBingung cari lokasi SPBU Pertamina terdekat dari lokasimu saat ini? Gunakan fitur \xe2\x80\x9cOutlet Terdekat\xe2\x80\x9d\xe2\x80\xa6';;;;;;
Koya;b'RT @MyPertaminaID: Gak ada alasan buat gak bisa bayar transaksi BBM kalo kamu pake aplikasi MyPertamina!\n\nKarena ada banyak banget pilihan\xe2\x80\xa6';;;;;;
Koya;b'RT @MyPertaminaID: Panggilan untuk kamu yang lagi mau traktir temen-temen bulan ini!\n\nJangan lupa cek voucher di aplikasi MyPertamina karen\xe2\x80\xa6';;;;;;
Koya;b'RT @MyPertaminaID: Aplikasi MyPertamina udah siap kamu gunakan, nih! Kamunya udah siap belum untuk transaksi BBM on the next level?\n\nSelain\xe2\x80\xa6';;;;;;
Koya;b'RT @MyPertaminaID: Nyari peta lokasi SPBU terdekat mah langsung aja buka aplikasi MyPertamina!\n\nSelain titik lokasi dan direction langsung\xe2\x80\xa6';;;;;;
MyPertamina;b'Mimin mengucapkan selamat berbahagia buat kamu pengguna baru dan juga pengguna setia MyPertamina!\n\nSekarang kamu udah bisa beli E-Voucher MyPertamina untuk transaksi BBM, loh!\n\nYuk, kurangi  bertransaksi secara cashless pakai aplikasi MyPertamina! https://t.co/QpUhAbIXfO';;;;;;
Koya;b'RT @MyPertaminaID: Selain menggunakan e-wallet, transaksi dengan apliaksi MyPertamina juga bisa menggunakan metode pembayaran debit bank.\xe2\x80\xa6';;;;;;
LinkAja Syariah;b'Isi BBM ga perlu ribet nih Sahabat Berkah.\n\nKamu hanya perlu gunakan aplikasi MyPertamina untuk isi BBM dan bayar lebih mudah dengan LinkAja Syariah.\n\nYuk sambungkan LinkAja Syariah-mu dengan aplikasi MyPertamina.\n\n#MakinBerkah\n\nLive Chat: https://t.co/qn6IODCopH https://t.co/CmGHPPObhT';;;;;;
Dex Series;b'PERHATIAN PERHATIAN!\n\nE-Voucher MyPertamina telah dibuka, para pengguna #DexSeries bisa beli dan kirim hadiah E-Voucher ke teman maupun keluarga melalui aplikasi MyPertamina.\n\nYuk transaksi sekarang! \xf0\x9f\xa4\x97\n\n#HaveAnAdventurousDay #DurableEngineExtremePerformance #DieselHematBertenaga https://t.co/1nzwXOsTxy';;;;;;
MyPertamina;b'Ada voucher baru nih di aplikasi MyPertamina!\n\nBuat kamu yang hobi belanja online, langsung cusss minta semua teman, pacar, dan sodara kamu buat pake akun MyPertamina kamu untuk transaksi BBM mereka! https://t.co/hvKtlWCpYt';;;;;;
MyPertamina;b'@ariefdeby 2. Pada tampilan beranda MyPertamina pilih menu (Akun).\n3. Pilih menu (Metode Pembayaran).\n4. Selanjutnya klik (Hubungkan) pada logo OVO. \n5. Pastikan nomor sobat terdaftar di aplikasi OVO.\n6. Metode pembayaran ini hanya untuk transaksi BBM Non Subsidi. Tks. -Jola (1/2)';;;;;;
MyPertamina;b'@ariefdeby Hai, Sobat Arief. Pastikan aplikasi MyPertamina sudah terhubung dengan aplikasi LinkAja dan di-update ke versi terbaru. Berikut kami sampaikan panduan menghubungkan aplikasi MyPertamina dengan OVO/Gopay:\n1. Login pada aplikasi MyPertamina. (1/1)';;;;;;
Jhon Soon;b'Penting! Pembelian pertalite dibatasi di empat daerah untuk kendaraan yang belum terdaftar di aplikasi MyPertamina. https://t.co/kRW5ver7YS';;;;;;
LinkAja;b'Sobat LinkAja, kini charge mobil listrik gampang banget di aplikasi MyPertamina dan bayar dengan LinkAja biar makin praktis.\n\nMau tau caranya? Cek tautan berikut ya!\nhttps://t.co/bgIPF4R8ut\n\nPede #Apa2Bisa\n\nCustomer Service LinkAja:\nLive Chat: https://t.co/ujn1NCgcxn https://t.co/tUQFactUGC';;;;;;
MyPertamina;b'Selain menggunakan e-wallet, transaksi dengan apliaksi MyPertamina juga bisa menggunakan metode pembayaran debit bank.\n\nSalah tiganya adalah debit bank Mandiri, BNI, dan BRI! Banyak kan pilihannya? Jadi gak ada alasan lagi buat transaksi gak pakai aplikasi MyPertamina! https://t.co/fyuPzoKYzA';;;;;;
Timothy Thunder;b'RT @cnbcindonesia: Jumlah pendaftar Program Subsidi Tepat pada aplikasi  MyPertamina telah tembus 6,77 juta unit kendaraan\n\nhttps://t.co/0r\xe2\x80\xa6';;;;;;
Hello ZhuðŸ•Š;b'RT @DexSeriesID: Yuk segera perbanyak transaksi #DexSeries pakai MyPertamina, kumpulkan poin-nya dan pastikan telah mengisi data diri kamu\xe2\x80\xa6';;;;;;
Rusman;b'@energitodayID @pertamina @KemenBUMN Buat yang biasa pulang pergi ke Jakarta harus siap sedia nih aplikasi MyPertamina biar makin mudah beli solar nya';;;;;;
M. MaulaaðŸ•Š;b'RT @ppnjatimbalinus: Sob, kamu sudah download dan pakai aplikasi MyPertamina belum?\n\nAplikasi MyPertamina bisa membuat transaksimu jadi leb\xe2\x80\xa6';;;;;;
Bangsatum;b'RT @energitodayID: Penting!\nPembelian pertalite dibatasi di empat daerah untuk kendaraan yang belum terdaftar di aplikasi MyPertamina.\n@per\xe2\x80\xa6';;;;;;
CNBC Indonesia;b'Jumlah pendaftar Program Subsidi Tepat pada aplikasi  MyPertamina telah tembus 6,77 juta unit kendaraan\n\nhttps://t.co/0rMP0KdsIx';;;;;;
PT Pertamina Patra Niaga Jatimbalinus;"b'2. Download dan registrasi aplikasi MyPertamina, lalu kirimkan bukti berupa screenshot profil akun MyPertamina-mu melalui DM ke @patraniaga.jatimbalinus\n3. Like &amp; SHARE post @patraniaga.jatimbalinus\nsebanyak-banyaknya\n4. Tulis jawaban di kolom komentar'";;;;;;
LinkAja Syariah;b'Isi BBM ga perlu ribet nih Sahabat Berkah.\n\nKamu hanya perlu gunakan aplikasi MyPertamina untuk isi BBM dan bayar lebih mudah dengan LinkAja Syariah.\n\nYuk sambungkan LinkAja Syariah-mu dengan aplikasi MyPertamina.\n\n#MakinBerkah\n\nLive Chat: https://t.co/qn6IODCopH https://t.co/CaTqvgraOa';;;;;;
suharti;b'RT @MyPertaminaID: Pastikan dulu data-data yang terisi di aplikasi MyPertamina-mu sudah lengkap, benar, dan sesuai dengan KTP, ya!\n\nJangan\xe2\x80\xa6';;;;;;
suharti;b'RT @MyPertaminaID: Yuk, awali aktivitas kamu dengan isi BBM bareng aplikasi MyPertamina!\n\n#MyPertamina #Call135 #SemuaJadiIstimewa';;;;;;
suharti;b'RT @pertamina135: Hai, Sobat Pertamina!\nNikmati berbagai macam promo menarik di aplikasi MyPertamina atau bisa juga dapatkan informasinya m\xe2\x80\xa6';;;;;;
M. MaulaaðŸ•Š;b'RT @PatraNiagaRJBT: 4. WAJIB Download aplikasi MyPertamina\n5. Akun jangan di private ya Sob!\n6. Periode hingga tanggal 12 Mei 2023\n\n#GiveAw\xe2\x80\xa6';;;;;;
M. MaulaaðŸ•Š;b'RT @PatraNiagaRJBT: Selain harus beli tiket Coldplay hari ini, kamu juga harus daftar subsidi tepat hari ini, Sob! \n\nAda tiga cara nih, bag\xe2\x80\xa6';;;;;;
MyPertamina;b'Pastikan dulu data-data yang terisi di aplikasi MyPertamina-mu sudah lengkap, benar, dan sesuai dengan KTP, ya!\n\nJangan lupa juga untuk tingkatkan transaksi Pertamax Series dan Dex Series melalui aplikasi MyPertamina, dan raih kesempatan menang yang lebih besar!\xf0\x9f\xa4\xa9';;;;;;
Dex Series;b'Yuk segera perbanyak transaksi #DexSeries pakai MyPertamina, kumpulkan poin-nya dan pastikan telah mengisi data diri kamu di aplikasi MyPertamina ya, Friends!\n\n#HaveAnAdventurousDay #DurableEngineExtremePerformance #DieselHematBertenaga';;;;;;
yu;b'Aplikasi bpjs=JMO, knp ga namanya bpjs aja, bikin bingung loh\xf0\x9f\xa4\xa7\nblm lgi mypertamina, mPaspor';;;;;;
pikiranrakyat2022;b'INFO PENTING! Beli Pertalite pakai aplikasi MyPertamina tidak dibatasi. #infopenting #pertamina #mypertamina https://t.co/Eqg3RAV4fC';;;;;;
nct ðŸ’˜;b'@energitodayID @pertamina @KemenBUMN Penting nih daftar ke aplikasi MyPertamina';;;;;;
berry ðŸ«;b'@energitodayID @pertamina @KemenBUMN Ohh jadi pembatasannya buat yg belum daftar di aplikasi mypertamina yaa';;;;;;
Ta;b'@energitodayID @pertamina @KemenBUMN Jadi, kalau kamu punya mobil yang belum terdaftar di aplikasi MyPertamina dan mau beli Pertalite, mending nyari SPBU di luar empat daerah terbatas aja deh.';;;;;;
Chanel;b'@energitodayID @pertamina @KemenBUMN Buat yang lagi road trip, jangan lupa cek aplikasi MyPertamina dulu ya! Karena sayang banget kalau sampe ke daerah terbatas dan nggak bisa beli Pertalite.';;;;;;
Shela;b'@energitodayID @pertamina @KemenBUMN Penting untuk dicatat bahwa pembelian pertalite saat ini dibatasi di empat daerah tertentu hanya untuk kendaraan yang belum terdaftar di aplikasi MyPertamina';;;;;;
Putra Pangalengan;b'RT @MyPertaminaID: E-Voucher BBM ini bisa kamu gunakan untuk melakukan transaksi Pertamax Series dan DEX Series di SPBU Pertamina terdekat!\xe2\x80\xa6';;;;;;
Putra Pangalengan;b'RT @MyPertaminaID: Yuk, untuk kamu yang belum melengkapi data diri di aplikasi MyPertamina, lengkapi sekarang juga ya!\n\n#MyPertamina #Call1\xe2\x80\xa6';;;;;;
Putra Pangalengan;b'RT @MyPertaminaID: pengguna aplikasi MyPertamina untuk verifikasi!\n\nBisa aja kan, kamu yang jadi pemenang di program MyPertamina selanjutny\xe2\x80\xa6';;;;;;
dik;b'@energitodayID @pertamina @KemenBUMN Mendorong pengguna kendaraan untuk mendaftar di aplikasi MyPertamina demi kemudahan pembelian Pertalite';;;;;;
LinkAja;b'Kini beli BBM lebih cepat loh!\n\nTinggal scan QR via aplikasi MyPertamina, bayar dengan LinkAja.\n\nKumpulkan poinnya dan menangkan hadiah menarik.\n\nInformasi lengkap, cek https://t.co/1zJVOoPaIR\n\nPede #Apa2Bisa\n\nCustomer Service LinkAja:\nLive Chat: https://t.co/ujn1NCgcxn https://t.co/PPWpvTJsHr';;;;;;
Oviean;b'@energitodayID @pertamina @KemenBUMN Banyak manfaatnya ya dengan daftar pakai aplikasi MyPertamina dalam mengikuti ketentuan yang sudah diterapkan';;;;;;
Den;b'@energitodayID @pertamina @KemenBUMN Yang belum daftar lebih baik segera daftar di aplikasi MyPertamina untuk lebih sesuai jadinya';;;;;;
Yadii;b'@energitodayID @pertamina @KemenBUMN Pakai aplikasi MyPertamina ini lebih baik yah';;;;;;
Pertamina Patra Niaga RJBT;b'Selain harus beli tiket Coldplay hari ini, kamu juga harus daftar subsidi tepat hari ini, Sob! \n\nAda tiga cara nih, bagi kamu yang mager keluar rumah kamu bisa melalui aplikasi MyPertamina, atau melalui website https://t.co/CgJdZafwzF https://t.co/24DnJCcaKY';;;;;;
MyPertamina;b'Nyari peta lokasi SPBU terdekat mah langsung aja buka aplikasi MyPertamina!\n\nSelain titik lokasi dan direction langsung ke SPBU terdekat, di fitur Outlet Terdekat yang ada di aplikasi MyPertamina juga ada daftar BBM apa aja yang terdapat di SPBU tujuan kamu. https://t.co/g7rGpvxL0X';;;;;;
ENERGYTODAY.ID;b'Penting!\nPembelian pertalite dibatasi di empat daerah untuk kendaraan yang belum terdaftar di aplikasi MyPertamina.\n@pertamina\n@KemenBUMN\n#Pertamina\n#EnergyToday\n#EnergyTodayID\n#TheEnergyToday https://t.co/CtBOrZjvHC';;;;;;
MyPertamina;b'Yuk, awali aktivitas kamu dengan isi BBM bareng aplikasi MyPertamina!\n\n#MyPertamina #Call135 #SemuaJadiIstimewa';;;;;;
MyPertamina;b'Aplikasi MyPertamina udah siap kamu gunakan, nih! Kamunya udah siap belum untuk transaksi BBM on the next level?\n\nSelain dapat meminimalisir antrean saat transaksi BBM di SPBU Pertamina, menggunakan aplikasi MyPertamina juga akan menambah poin MyPertamina kamu! https://t.co/dJnGH6PrGm';;;;;;
Denargo;b'@MyPertaminaID min password klaim pengguna mintol direset di aplikasi mypertamina.';;;;;;
Jimy Tubalawony;b'LinkAja Indonesia\nKini beli BBM lebih cepat loh!\nTinggal scan QR via aplikasi MyPertamina, bayar dengan LinkAja.\nKumpulkan poinnya dan menangkan hadiah menarik.\nInformasi lengkap, cek https://t.co/gNalrcq3R9\nPede #Apa2Bisa https://t.co/KEfLV39ASV';;;;;;
MyPertamina;b'Yuk, untuk kamu yang belum melengkapi data diri di aplikasi MyPertamina, lengkapi sekarang juga ya!\n\n#MyPertamina #Call135 #SemuaJadiIstimewa';;;;;;
MyPertamina;b'pengguna aplikasi MyPertamina untuk verifikasi!\n\nBisa aja kan, kamu yang jadi pemenang di program MyPertamina selanjutnya. Sayang banget kalo hangus hanya karena data yang kamu masukkan tidak tepat!';;;;;;
MyPertamina;b'E-Voucher BBM ini bisa kamu gunakan untuk melakukan transaksi Pertamax Series dan DEX Series di SPBU Pertamina terdekat! Kamu bisa dapatkan di aplikasi MyPertamina sesuai NOMINAL dan BEBAS BIAYA TAMBAHAN sampai dengan 31 Mei 2023.';;;;;;
suharti;b'RT @pertamina135: Karena bayar transaksi BBM udah bisa pake metode cashless lewat aplikasi MyPertamina.\n\nProses pembayaran jadi lebih cepat\xe2\x80\xa6';;;;;;
pikiranrakyat2022;b'Buat kamu yang mau isi BBM dengan lebih simple wajib tau caranya.\n\nKamu bisa gunakan aplikasi MyPertamina untuk bertransaksi di SPBU Pertamina.\n\nNah, kamu bisa lakukan pendaftarannya dengan mudah, salah satunya lewat website. \n\nYuk, buruan daftar MyPertamina sekarang! https://t.co/nuoOr43p37';;;;;;
G U N;b'RT @CNNIDdaily: Pertamina mulai menetapkan batas pembelian BBM bersubsidi Pertalite sebesar 20 liter atau 200 ribu rupiah per SPBU, kepada\xe2\x80\xa6';;;;;;
CNN Indonesia Daily;b'Pertamina mulai menetapkan batas pembelian BBM bersubsidi Pertalite sebesar 20 liter atau 200 ribu rupiah per SPBU, kepada konsumen yang belum terdaftar dalam aplikasi Mypertamina. https://t.co/ns6OyEQSsE https://t.co/5407GpZ3Eb';;;;;;
LinkAja Syariah;b'Isi BBM ga perlu ribet nih Sahabat Berkah.\n\nKamu hanya perlu gunakan aplikasi MyPertamina untuk isi BBM dan bayar lebih mudah dengan LinkAja Syariah.\n\nYuk sambungkan LinkAja Syariah-mu dengan aplikasi MyPertamina.\n\n#MakinBerkah\n\nLive Chat: https://t.co/qn6IODCWff https://t.co/NX8GLQTjZg';;;;;;
Trenasia;"b'Beli Solar di Jabar &amp; Banten Bakal Wajib Scan Aplikasi MyPertamina #TrenAsia https://t.co/iYGMYODdZY'";;;;;;
suharti;b'RT @pertamaxseries: Sekarang aman walaupun ngga ada recehan di dompet, tinggal bayar pakai aplikasi MyPertamina atau E-voucher BBM langsung\xe2\x80\xa6';;;;;;
suharti;b'RT @MyPertaminaID: Selain lewat web https://t.co/Xbk0niZpqB, daftar Subsidi Tepat juga bisa dengan cara lain, loh!\n\nSalah satunya adalah le\xe2\x80\xa6';;;;;;
suharti;b'RT @MyPertaminaID: Aplikasi MyPertamina punya banyak banget cara untuk kamu melakukan transaksi BBM!\n\nCoba kasih tau mimin jawaban yang ben\xe2\x80\xa6';;;;;;
Gholie Treasoren;b'RT @MyPertaminaID: Kamu cuma punya saldo di salah satu e-wallet ini? Gak masalah! Aplikasi MyPertamina bisa cover semuanya!\n\nKalo kamu peng\xe2\x80\xa6';;;;;;
LinkAja;b'Sobat LinkAja, kini charge mobil listrik gampang banget di aplikasi MyPertamina dan bayar dengan LinkAja biar makin praktis.\n\nMau tau caranya? Cek tautan berikut ya! https://t.co/bgIPF4R8ut\n\nPede #Apa2Bisa\n\nCustomer Service LinkAja:\nLive Chat: https://t.co/ujn1NCgcxn https://t.co/GrkEf2N5Bm';;;;;;
pieangelsðŸ°;b'aplikasi mypertamina menurutku jg efektif bgt buat membatasi penggunaan BBM jenis pertalite dan solar';;;;;;
sweedie;b'aku mau rekomendasiin aplikasi yang keren mypertamina memudahkan bgt kamu loh terus bisa dapet cashback jg';;;;;;
matchalatteðŸµðŸ€;b'akuu mau isi bbm ini gimana astagaa daritadi masuk aplikasi mypertamina gabisa bisaa pdhl wifi kenceng bgt';;;;;;
seunghwaniee;b'Eh tapi ko tiba tiba aplikasi mypertamina eror dahh? Ini keluar mulu dari tadii huaa';;;;;;
littleayes;b'Yakin deh sekrng lebih mudah dengan adanya aplikasi mypertamina, lagi ga pegang cash tinggal pake ini jadi simple gk ribet';;;;;;
booryam;b'aplikasi mypertamina juga keren banget sejauh ini aku gak nemuin kendala apapun baik itu bug atau error';;;;;;
gituajaa;b'beneran membantu bngt sih aplikasi mypertamina, buat yang mau isi bensi tanpa antri panjang panjang';;;;;;
matchalatteðŸµðŸ€;b'pdhl aplikasi mypertamina udah aku update loh, tp pas mau login kok muter trs sih dah hampir setengah jam';;;;;;
booryam;b'bener bener ada aplikasi mypertamina ngebantu banget aku';;;;;;
luluuðŸ­ðŸ¬âœ¨ï¸;b'Ihh kenapa yaa aku udah install terus udah di uninstall juga aplikasi mypertamina, tapi kenapa masih eror yaa hikss';;;;;;
luluuðŸ­ðŸ¬âœ¨ï¸;b'Ko aku buka aplikasi mypertamina ga bisa terus yaa apalagi eror kah? Soalnya keluar teruss';;;;;;
gituajaa;b'suka banget sama aplikasi mypertamina, pake nya mudah, praktis dan membantu bngttt';;;;;;
seunghwaniee;b'Aku kemana aja yaa baru tau ada aplikasi mypertamina, sekarang jadi ga ribett';;;;;;
binwife;b'Aku udah daftar di aplikasi mypertamina bagus ga ribett dan ga ada kendala';;;;;;
binwife;b'Sumpah enak banget ada aplikasi mypertamina, jadi mempermudahh dan ga ribett';;;;;;
okee;b'makasi pertamina udah nyediain aplikasi mypertamina yg sngt membantu aku dalam isi bensin hehehe';;;;;;
mie sedaap;b'jujur pake aplikasi mypertamina mudahin bgt aku kl mau isi bensin';;;;;;
ordinarygirl;b'knp pas aku buka aplikasi mypertamina keluar terus ya? aku mau daftar gagal2 mulu';;;;;;
misi paket;b'keren ya tadi pake aplikasi mypertamina ternyata membantu bngt jadi ga perlu antri panjang';;;;;;
ðŸ‘°;b'malah lamaan buka aplikasi lain drpd buka aplikasi mypertamina. cobain de';;;;;;
ðŸ‘°;b'widih. aplikasi mypertamina cepet bgt ngebukanya. pdhl hpku isinya aplikasi banyak bgt huehue';;;;;;
miaww;b'Lagi ga pegang cash untung punya aplikasi mypertamina  jadi udah ga perlu ribet ribet lagi sekarang';;;;;;
miaww;b'Dipermudah dengan adanya mypertamina, gaada uang cash tinggal pake aplikasi nya. Mudah banget';;;;;;
baxo yumi;b'kan ada tuh ya, aplikasi yg repott bgt buat explore. kalo mypertamina tuh engga, jd super ringkas';;;;;;
mihawk;b'Untung ada mypertamina, aplikasi yang ga ribet dan gampang di gunakan';;;;;;
moora;b'mypertamina gua tandai lo ya, aplikasi lalot banget padahal jaringan gua bagus aja';;;;;;
pyy;b'Enak banget nih ada aplikasi mypertamina, isi bensin tinggal sat set gaperlu ribet lagi';;;;;;
Hii;b'aplikasi mypertamina tuh bener2 gampang bgt buat pencet2 fitur/explore fungsinya';;;;;;
pyy;b'Hidup lebih mudah dengan adanya aplikasi mypertamina, lagi ga pegang cash tinggal pake. Ga ribet';;;;;;
pietic;b'ntar aku uninstall lg de. susahnya buka mypertamina doang. aplikasi lain super gampang hmm';;;;;;
ðŸ¤–;b'masa hrs uninstall lagi aplikasi mypertamina? gabisa dibuka mulu sebel';;;;;;
ðŸ¤–;"b'mau cobain fitur2 yg di aplikasi mypertamina. tapi la kok blank mulu:"" pdhl wifi baik2 sj'";;;;;;
ðŸ‡;b'wifiku oke2 aja, buat download bisa. tp buka aplikasi mypertamina syulitt';;;;;;
Pyy;b'Enak banget ya sekarang ada aplikasi mypertamina, beli bensin langsung sat set';;;;;;
ðŸ¦¹â€â™‚ï¸;b'aplikasi mypertamina ga seribet yg dibayangin. fitur2ny jg gampang dipahami';;;;;;
ðŸ¦¹â€â™‚ï¸;b'buat yg takut aplikasi mypertamina bakalan ribet, engga kok ges. gampang bgt';;;;;;
Pertamina Call Center 135;b'Hai, Sobat Pertamina!\nBingung cari lokasi SPBU Pertamina terdekat dari lokasimu saat ini? Gunakan fitur \xe2\x80\x9cOutlet Terdekat\xe2\x80\x9d di aplikasi MyPertamina untuk menemukan SPBU Pertamina yang terdekat yaa, Sobat!\n\n#Pertamina #Pertamina135 #Call135 #EnergizingYou https://t.co/B5jB5mhhBa';;;;;;
MyPertamina;b'Panggilan untuk kamu yang lagi mau traktir temen-temen bulan ini!\n\nJangan lupa cek voucher di aplikasi MyPertamina karena di sana ada banyak banget voucher makan yang bisa kamu redeem pake poin hasil transaksi BBM kamu menggunakan aplikasi MyPertamina! https://t.co/t5oVpbZbyp';;;;;;
INFO BANTEN;"b'Beli BBM Solar di Jawa Barat &amp; Banten Bakal Wajib Scan Aplikasi MyPertamina #infobanten https://t.co/GrBqr0FYWq'";;;;;;
